Fps,Vertices,Metallic,Smoothness,ShallowWaterDepth,DeepWaterDepth,RefractionScale,RefractionSpeed,RefractionStrength,FoamScale,FoamAmount,FoamCutoff,FoamSpeed,NormalWaveBias,BigNormalWaveTiling,SmallNormalWaveTiling,WaveBias,BigWaveMovementScale,SmallWaveMovementScale,WaveSpeed,WaveStrength,WaveColourSharpness,WaveFoamCutoff
105,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0,165,2,0.1,1500,1,0.7
101,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0,170,2,0.1,1500,1,0.7
100,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0,175,2,0.1,1500,1,0.7
99,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0,180,2,0.1,1500,1,0.7
102,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0,185,2,0.1,1500,1,0.7
99,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0,190,2,0.1,1500,1,0.7
101,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0,195,2,0.1,1500,1,0.7
101,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0,200,2,0.1,1500,1,0.7
104,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0,205,2,0.1,1500,1,0.7
101,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0,210,2,0.1,1500,1,0.7
100,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0,215,2,0.1,1500,1,0.7
100,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0,220,2,0.1,1500,1,0.7
103,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0,225,2,0.1,1500,1,0.7
103,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0,230,2,0.1,1500,1,0.7
103,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0,235,2,0.1,1500,1,0.7
100,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0,240,2,0.1,1500,1,0.7
101,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0,245,2,0.1,1500,1,0.7
