Fps,Vertices,Metallic,Smoothness,ShallowWaterDepth,DeepWaterDepth,RefractionScale,RefractionSpeed,RefractionStrength,FoamScale,FoamAmount,FoamCutoff,FoamSpeed,NormalWaveBias,BigNormalWaveTiling,SmallNormalWaveTiling,WaveBias,BigWaveMovementScale,SmallWaveMovementScale,WaveSpeed,WaveStrength,WaveColourSharpness,WaveFoamCutoff
87,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,10,2,0.1,40,1,0.7
102,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,10,2,0.1,30,1,0.7
91,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,10,2,0.1,20,1,0.7
91,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,200,1,0.7
96,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,190,1,0.7
89,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,180,1,0.7
99,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,170,1,0.7
99,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,160,1,0.7
99,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,150,1,0.7
98,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,140,1,0.7
97,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,130,1,0.7
95,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,120,1,0.7
97,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,110,1,0.7
99,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,100,1,0.7
86,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,90,1,0.7
104,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,80,1,0.7
100,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,70,1,0.7
103,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,60,1,0.7
85,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,50,1,0.7
78,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,40,1,0.7
77,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,30,1,0.7
61,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,20,1,0.7
65,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,200,1,0.7
93,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,190,1,0.7
87,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,180,1,0.7
99,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,170,1,0.7
96,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,160,1,0.7
89,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,150,1,0.7
86,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,140,1,0.7
84,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,130,1,0.7
99,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,120,1,0.7
95,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,110,1,0.7
78,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,100,1,0.7
70,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,90,1,0.7
103,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,80,1,0.7
101,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,70,1,0.7
94,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,60,1,0.7
85,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,50,1,0.7
74,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,40,1,0.7
62,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,30,1,0.7
51,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,20,1,0.7
49,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,200,1,0.7
104,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,190,1,0.7
85,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,180,1,0.7
78,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,170,1,0.7
97,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,160,1,0.7
86,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,150,1,0.7
85,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,140,1,0.7
80,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,130,1,0.7
103,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,120,1,0.7
98,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,110,1,0.7
99,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,100,1,0.7
99,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,90,1,0.7
100,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,80,1,0.7
93,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,70,1,0.7
85,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,60,1,0.7
76,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,50,1,0.7
64,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,40,1,0.7
54,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,30,1,0.7
45,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,20,1,0.7
42,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,200,1,0.7
101,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,190,1,0.7
86,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,180,1,0.7
102,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,170,1,0.7
101,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,160,1,0.7
101,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,150,1,0.7
96,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,140,1,0.7
83,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,130,1,0.7
85,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,120,1,0.7
105,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,110,1,0.7
102,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,100,1,0.7
91,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,90,1,0.7
80,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,80,1,0.7
85,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,70,1,0.7
77,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,60,1,0.7
68,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,50,1,0.7
59,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,40,1,0.7
49,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,30,1,0.7
40,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,20,1,0.7
38,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,200,1,0.7
105,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,190,1,0.7
88,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,180,1,0.7
82,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,170,1,0.7
97,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,160,1,0.7
104,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,150,1,0.7
99,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,140,1,0.7
95,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,130,1,0.7
95,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,120,1,0.7
93,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,110,1,0.7
95,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,100,1,0.7
91,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,90,1,0.7
86,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,80,1,0.7
79,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,70,1,0.7
68,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,60,1,0.7
62,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,50,1,0.7
53,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,40,1,0.7
45,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,30,1,0.7
37,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,20,1,0.7
34,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,200,1,0.7
101,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,190,1,0.7
99,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,180,1,0.7
87,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,170,1,0.7
85,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,160,1,0.7
83,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,150,1,0.7
103,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,140,1,0.7
103,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,130,1,0.7
98,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,120,1,0.7
86,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,110,1,0.7
94,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,100,1,0.7
90,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,90,1,0.7
83,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,80,1,0.7
76,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,70,1,0.7
67,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,60,1,0.7
60,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,50,1,0.7
51,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,40,1,0.7
42,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,30,1,0.7
36,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,20,1,0.7
32,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,200,1,0.7
101,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,190,1,0.7
98,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,180,1,0.7
87,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,170,1,0.7
89,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,160,1,0.7
67,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,150,1,0.7
103,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,140,1,0.7
94,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,130,1,0.7
93,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,120,1,0.7
86,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,110,1,0.7
90,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,100,1,0.7
85,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,90,1,0.7
78,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,80,1,0.7
73,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,70,1,0.7
66,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,60,1,0.7
57,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,50,1,0.7
51,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,40,1,0.7
40,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,30,1,0.7
33,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,20,1,0.7
30,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,200,1,0.7
100,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,190,1,0.7
85,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,180,1,0.7
82,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,170,1,0.7
76,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,160,1,0.7
102,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,150,1,0.7
100,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,140,1,0.7
98,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,130,1,0.7
96,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,120,1,0.7
92,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,110,1,0.7
88,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,100,1,0.7
83,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,90,1,0.7
77,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,80,1,0.7
70,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,70,1,0.7
62,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,60,1,0.7
57,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,50,1,0.7
48,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,40,1,0.7
40,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,30,1,0.7
32,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,20,1,0.7
29,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,200,1,0.7
99,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,190,1,0.7
100,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,180,1,0.7
102,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,170,1,0.7
104,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,160,1,0.7
102,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,150,1,0.7
99,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,140,1,0.7
84,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,130,1,0.7
86,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,120,1,0.7
91,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,110,1,0.7
88,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,100,1,0.7
82,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,90,1,0.7
74,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,80,1,0.7
68,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,70,1,0.7
62,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,60,1,0.7
54,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,50,1,0.7
46,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,40,1,0.7
39,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,30,1,0.7
31,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,20,1,0.7
28,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,200,1,0.7
103,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,190,1,0.7
101,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,180,1,0.7
102,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,170,1,0.7
87,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,160,1,0.7
71,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,150,1,0.7
98,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,140,1,0.7
97,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,130,1,0.7
90,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,120,1,0.7
91,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,110,1,0.7
86,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,100,1,0.7
80,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,90,1,0.7
72,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,80,1,0.7
66,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,70,1,0.7
60,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,60,1,0.7
54,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,50,1,0.7
45,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,40,1,0.7
38,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,30,1,0.7
30,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,20,1,0.7
27,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,200,1,0.7
102,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,190,1,0.7
85,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,180,1,0.7
74,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,170,1,0.7
83,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,160,1,0.7
101,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,150,1,0.7
102,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,140,1,0.7
