Fps,Vertices,Metallic,Smoothness,ShallowWaterDepth,DeepWaterDepth,RefractionScale,RefractionSpeed,RefractionStrength,FoamScale,FoamAmount,FoamCutoff,FoamSpeed,NormalWaveBias,BigNormalWaveTiling,SmallNormalWaveTiling,WaveBias,BigWaveMovementScale,SmallWaveMovementScale,WaveSpeed,WaveStrength,WaveColourSharpness,WaveFoamCutoff
72,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,50,1,0.7
63,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,40,1,0.7
55,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,30,1,0.7
49,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,20,1,0.7
46,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,200,1,0.7
102,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,190,1,0.7
101,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,180,1,0.7
101,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,170,1,0.7
99,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,160,1,0.7
99,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,150,1,0.7
98,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,140,1,0.7
96,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,130,1,0.7
85,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,120,1,0.7
91,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,110,1,0.7
87,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,100,1,0.7
84,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,90,1,0.7
80,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,80,1,0.7
72,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,70,1,0.7
66,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,60,1,0.7
59,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,50,1,0.7
52,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,40,1,0.7
44,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,30,1,0.7
37,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,30,2,0.1,20,1,0.7
36,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,200,1,0.7
101,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,190,1,0.7
96,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,180,1,0.7
95,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,170,1,0.7
95,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,160,1,0.7
93,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,150,1,0.7
93,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,140,1,0.7
90,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,130,1,0.7
86,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,120,1,0.7
82,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,110,1,0.7
78,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,100,1,0.7
73,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,90,1,0.7
69,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,80,1,0.7
64,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,70,1,0.7
57,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,60,1,0.7
52,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,50,1,0.7
43,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,40,1,0.7
37,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,30,1,0.7
31,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,40,2,0.1,20,1,0.7
30,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,200,1,0.7
95,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,190,1,0.7
90,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,180,1,0.7
89,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,170,1,0.7
88,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,160,1,0.7
86,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,150,1,0.7
84,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,140,1,0.7
81,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,130,1,0.7
78,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,120,1,0.7
75,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,110,1,0.7
71,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,100,1,0.7
67,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,90,1,0.7
61,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,80,1,0.7
58,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,70,1,0.7
51,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,60,1,0.7
45,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,50,1,0.7
39,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,40,1,0.7
32,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,30,1,0.7
27,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,50,2,0.1,20,1,0.7
25,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,200,1,0.7
89,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,190,1,0.7
86,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,180,1,0.7
85,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,170,1,0.7
84,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,160,1,0.7
81,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,150,1,0.7
78,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,140,1,0.7
76,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,130,1,0.7
72,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,120,1,0.7
69,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,110,1,0.7
65,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,100,1,0.7
62,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,90,1,0.7
57,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,80,1,0.7
52,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,70,1,0.7
47,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,60,1,0.7
42,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,50,1,0.7
36,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,40,1,0.7
29,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,30,1,0.7
24,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,60,2,0.1,20,1,0.7
23,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,200,1,0.7
87,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,190,1,0.7
85,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,180,1,0.7
82,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,170,1,0.7
80,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,160,1,0.7
78,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,150,1,0.7
74,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,140,1,0.7
71,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,130,1,0.7
67,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,120,1,0.7
63,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,110,1,0.7
62,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,100,1,0.7
57,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,90,1,0.7
53,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,80,1,0.7
50,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,70,1,0.7
44,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,60,1,0.7
38,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,50,1,0.7
32,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,40,1,0.7
27,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,30,1,0.7
22,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,70,2,0.1,20,1,0.7
20,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,200,1,0.7
82,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,190,1,0.7
74,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,180,1,0.7
75,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,170,1,0.7
75,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,160,1,0.7
74,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,150,1,0.7
72,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,140,1,0.7
68,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,130,1,0.7
66,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,120,1,0.7
61,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,110,1,0.7
58,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,100,1,0.7
54,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,90,1,0.7
50,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,80,1,0.7
46,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,70,1,0.7
41,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,60,1,0.7
36,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,50,1,0.7
30,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,40,1,0.7
25,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,30,1,0.7
19,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,80,2,0.1,20,1,0.7
19,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,200,1,0.7
79,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,190,1,0.7
75,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,180,1,0.7
76,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,170,1,0.7
73,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,160,1,0.7
71,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,150,1,0.7
66,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,140,1,0.7
64,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,130,1,0.7
62,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,120,1,0.7
58,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,110,1,0.7
56,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,100,1,0.7
51,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,90,1,0.7
49,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,80,1,0.7
44,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,70,1,0.7
39,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,60,1,0.7
34,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,50,1,0.7
28,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,40,1,0.7
23,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,30,1,0.7
19,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,90,2,0.1,20,1,0.7
18,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,200,1,0.7
76,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,190,1,0.7
75,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,180,1,0.7
72,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,170,1,0.7
69,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,160,1,0.7
67,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,150,1,0.7
65,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,140,1,0.7
62,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,130,1,0.7
60,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,120,1,0.7
56,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,110,1,0.7
52,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,100,1,0.7
49,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,90,1,0.7
46,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,80,1,0.7
41,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,70,1,0.7
37,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,60,1,0.7
32,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,50,1,0.7
27,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,40,1,0.7
22,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,30,1,0.7
18,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,100,2,0.1,20,1,0.7
16,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,200,1,0.7
74,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,190,1,0.7
72,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,180,1,0.7
70,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,170,1,0.7
69,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,160,1,0.7
67,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,150,1,0.7
62,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,140,1,0.7
62,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,130,1,0.7
57,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,120,1,0.7
55,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,110,1,0.7
52,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,100,1,0.7
46,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,90,1,0.7
44,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,80,1,0.7
39,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,70,1,0.7
36,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,60,1,0.7
31,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,50,1,0.7
26,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,40,1,0.7
21,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,30,1,0.7
17,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,110,2,0.1,20,1,0.7
15,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,200,1,0.7
71,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,190,1,0.7
70,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,180,1,0.7
